,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
415,15.8,33.0,379253,first-order administrative division,ADM1,
416,19.96667,35.66667,408646,first-order administrative division,ADM1,
417,19.0,33.2,408664,first-order administrative division,ADM1,
418,15.64453,32.47773,365137,populated place,PPL,
419,18.48333,31.81667,370481,populated place,PPL,
420,17.70217,33.98638,378231,populated place,PPL,
421,15.62889,32.62583,379251,populated place,PPL,
422,18.05,30.95,380186,populated place,PPL,
423,15.55177,32.53241,379252,capital of a political entity,PPLC,
424,19.16667,30.48333,363417,seat of a first-order administrative division,PPLA,
425,19.61745,37.21644,377039,seat of a first-order administrative division,PPLA,
426,15.75525,32.29431,368767,second-order administrative division,ADM2,
427,15.51026,32.54253,372535,second-order administrative division,ADM2,
428,15.874,32.824,8050944,second-order administrative division,ADM2,
429,17.285,35.025,8050947,second-order administrative division,ADM2,
430,20.023,35.393,8050949,second-order administrative division,ADM2,
431,18.31,31.94,8051145,second-order administrative division,ADM2,
432,18.66889,32.05028,8051144,dam,DAM,
433,,,2287781,independent political entity,PCLI,
434,5.30966,-4.01266,2293538,seat of a first-order administrative division,PPLA,Abidjan
435,6.58333,-6.25,2596931,populated place,PPL,Gagnoa
436,6.13193,-5.9506,2288829,seat of a first-order administrative division,PPLA,Gagnoa
437,5.30966,-4.01266,2293538,seat of a first-order administrative division,PPLA,"annex of the ministries complex at the Plateau, Ivory Coast"
438,5.32549,-4.02014,7732557,third-order administrative division,ADM3,"annex of the ministries complex at the Plateau, Ivory Coast"
439,,,2287781,independent political entity,PCLI,
440,5.30966,-4.01266,2293538,seat of a first-order administrative division,PPLA,
441,,,2287781,independent political entity,PCLI,
442,5.30966,-4.01266,2293538,seat of a first-order administrative division,PPLA,
443,,,2287781,independent political entity,PCLI,
444,9.8,38.4,337152,populated place,PPL,Neshi River;
445,9.9,37.45,337735,populated place,PPL,Neshi River;
446,9.43333,38.65,339294,populated place,PPL,Neshi River;
447,13.28333,41.08333,344119,mountain,MT,Neshi River;
448,9.68333,37.98333,330386,hill,HLL,Neshi River;
449,,,337996,independent political entity,PCLI,Neshi River;
450,,,337996,independent political entity,PCLI,
451,,,932692,independent political entity,PCLI,
452,11.86357,-15.59767,2374775,capital of a political entity,PPLC,
453,,,2372248,independent political entity,PCLI,
454,11.86357,-15.59767,2374775,capital of a political entity,PPLC,
455,,,2372248,independent political entity,PCLI,
456,,,932692,independent political entity,PCLI,Maseru
457,11.86357,-15.59767,2374775,capital of a political entity,PPLC,
458,,,932692,independent political entity,PCLI,Telecom Lesotho
459,-25.41444,32.58611,1039618,populated place,PPL,Maputo Central Hospital; Mavalane General Hospital
460,-25.96553,32.58322,1040652,capital of a political entity,PPLC,Maputo Central Hospital; Mavalane General Hospital
461,-18.91368,47.53613,1070940,capital of a political entity,PPLC,"Befelatanana Hospital, Antananarivo %26 more"
462,,,1062947,independent political entity,PCLI,
463,-25.96553,32.58322,1040652,capital of a political entity,PPLC,Maputo
464,-25.96553,32.58322,1040652,capital of a political entity,PPLC,Maputo
465,-11.0,34.0,924591,first-order administrative division,ADM1,
466,-9.92727,33.42541,235749,second-order administrative division,ADM2,
467,-10.11153,33.88151,928657,second-order administrative division,ADM2,
468,-9.93333,33.93333,235715,seat of a second-order administrative division,PPLA2,
469,-9.70237,33.26969,235751,seat of a second-order administrative division,PPLA2,
470,-13.96692,33.78725,927967,capital of a political entity,PPLC,Lilongwe
471,-13.96692,33.78725,927967,capital of a political entity,PPLC,Lilongwe
472,-13.96692,33.78725,927967,capital of a political entity,PPLC,Lilongwe
473,-15.60271,35.26015,927557,populated place,PPL,Lilongwe
474,,,927384,independent political entity,PCLI,Lilongwe
475,11.86357,-15.59767,2374775,capital of a political entity,PPLC,
476,,,1036973,independent political entity,PCLI,
477,,,2372248,independent political entity,PCLI,
478,,,2434508,independent political entity,PCLI,
479,,,3351879,independent political entity,PCLI,
480,,,366755,independent political entity,PCLI,
481,,,433561,independent political entity,PCLI,
482,,,7909807,independent political entity,PCLI,
483,11.8584,-15.5908,11592399,building(s),BLDG,
484,,,1036973,independent political entity,PCLI,
485,,,2372248,independent political entity,PCLI,
486,,,3351879,independent political entity,PCLI,
487,,,3374766,independent political entity,PCLI,
488,,,2372248,independent political entity,PCLI,
489,,,2372248,independent political entity,PCLI,
490,-1.31667,36.78333,192495,populated place,PPL,
491,-1.28333,36.81667,184745,capital of a political entity,PPLC,
492,-1.38296,36.93891,8449758,building(s),BLDG,
493,-1.3,36.81667,184735,section of populated place,PPLX,
494,-1.28333,36.78333,192093,section of populated place,PPLX,
495,-1.3666,36.73324,8449763,section of populated place,PPLX,
496,-1.46667,37.03333,186295,road,RD,
497,-1.27482,36.82896,8449760,populated locality,PPLL,
498,,,192950,independent political entity,PCLI,
499,,,192950,independent political entity,PCLI,
500,-18.01274,31.07555,1106542,populated place,PPL,"Chitungwiza Central Hospital, Harare"
501,,,878675,independent political entity,PCLI,"Chitungwiza Central Hospital, Harare"
502,-3.4627,29.46259,7303940,first-order administrative division,ADM1,"Mugere, Province of Bujumbura Rural"
503,-3.3822,29.3644,425378,capital of a political entity,PPLC,"Mugere, Province of Bujumbura Rural"
504,-3.4627,29.46259,7303940,first-order administrative division,ADM1,"Mugere, Province of Bujumbura Rural"
505,-3.7776,29.3562,423429,populated locality,PPLL,"Mugere, Province of Bujumbura Rural"
506,-16.10583,35.1506,930283,second-order administrative division,ADM2,Thyolo
507,-13.96692,33.78725,927967,capital of a political entity,PPLC,"Thyolo, Lilongwe"
508,-16.10583,35.1506,930283,second-order administrative division,ADM2,"Thyolo, Lilongwe"
509,-16.06775,35.14046,923652,seat of a second-order administrative division,PPLA2,"Thyolo, Lilongwe"
510,-1.28333,36.81667,184745,capital of a political entity,PPLC,
511,-8.83682,13.23432,2240449,capital of a political entity,PPLC,
512,,,149590,independent political entity,PCLI,
513,,,895949,independent political entity,PCLI,
514,6.82055,-5.27674,2279755,capital of a political entity,PPLC,Yamoussoukro
515,,,2287781,independent political entity,PCLI,
516,,,2287781,independent political entity,PCLI,
517,,,2287781,independent political entity,PCLI,
518,11.86357,-15.59767,2374775,capital of a political entity,PPLC,Bissau
519,11.86357,-15.59767,2374775,capital of a political entity,PPLC,
520,12.25,-15.25,2371071,first-order administrative division,ADM1,
521,12.16667,-14.71667,2375255,first-order administrative division,ADM1,
522,12.16667,-16.16666,7909702,second-order administrative division,ADM2,
523,,,2372248,independent political entity,PCLI,
524,,,2372248,independent political entity,PCLI,
525,11.86357,-15.59767,2374775,capital of a political entity,PPLC,
526,,,2372248,independent political entity,PCLI,
527,-18.9028,47.5092,8692925,section of populated place,PPLX,Antananarivo suburb known as 67 ha
528,,,1062947,independent political entity,PCLI,
529,,,1062947,independent political entity,PCLI,
530,-18.91368,47.53613,1070940,capital of a political entity,PPLC,Antananarivo
531,-29.31667,27.48333,932505,capital of a political entity,PPLC,Maseru
532,,,932692,independent political entity,PCLI,Maseru
533,,,1062947,independent political entity,PCLI,
534,,,932692,independent political entity,PCLI,
535,-29.31667,27.48333,932505,capital of a political entity,PPLC,Maseru
536,-29.31667,27.48333,932505,capital of a political entity,PPLC,
537,,,932692,independent political entity,PCLI,
538,-29.31667,27.48333,932505,capital of a political entity,PPLC,"Maseru, Lesotho"
539,-28.8,28.56667,932888,first-order administrative division,ADM1,"Butha Buthe, Lesotho"
540,-28.76659,28.24937,932886,seat of a first-order administrative division,PPLA,"Butha Buthe, Lesotho"
541,,,1036973,independent political entity,PCLI,
542,-29.31667,27.48333,932505,capital of a political entity,PPLC,"Maseru, Lesotho"
543,,,932692,independent political entity,PCLI,"Maseru, Lesotho"
544,,,1036973,independent political entity,PCLI,
545,-1.28333,36.81667,184745,capital of a political entity,PPLC,
546,-3.0,39.5,199247,historical first-order administrative division,ADM1H,
547,,,192950,independent political entity,PCLI,
548,,,192950,independent political entity,PCLI,
549,,,337996,independent political entity,PCLI,
550,-1.91667,30.08333,6413338,first-order administrative division,ADM1,Kigali
551,-1.9784,30.1771,202854,populated place,PPL,Kigali
552,-1.94995,30.05885,202061,capital of a political entity,PPLC,Kigali
553,-1.99095,30.02127,7690205,second-order administrative division,ADM2,Kigali
554,-1.9631,30.1346,385994,airport,AIRP,Kigali
555,,,337996,independent political entity,PCLI,
556,-4.26613,15.28318,2260535,capital of a political entity,PPLC,
557,,,2260494,independent political entity,PCLI,
558,9.03333,38.15,336475,populated place,PPL,
559,,,337996,independent political entity,PCLI,
560,-4.2657,15.28048,2572183,first-order administrative division,ADM1,Brazzaville suburbs
561,3.26667,12.41667,2227354,populated place,PPL,
562,3.81667,12.7,2232994,populated place,PPL,
563,-20.14167,28.55,1105843,first-order administrative division,ADM1,"Bulawayo, Zimbabwe; Matabeleland, Midlands, Gweru, Zvishavane, West Nicholson"
564,-19.2,29.8,886119,first-order administrative division,ADM1,"Bulawayo, Zimbabwe; Matabeleland, Midlands, Gweru, Zvishavane, West Nicholson"
565,-20.9,28.8,886747,first-order administrative division,ADM1,"Bulawayo, Zimbabwe; Matabeleland, Midlands, Gweru, Zvishavane, West Nicholson"
566,-18.83333,27.41667,886748,first-order administrative division,ADM1,"Bulawayo, Zimbabwe; Matabeleland, Midlands, Gweru, Zvishavane, West Nicholson"
567,-20.15,28.58333,894701,seat of a first-order administrative division,PPLA,"Bulawayo, Zimbabwe; Matabeleland, Midlands, Gweru, Zvishavane, West Nicholson"
568,-15.80695,28.42114,8051181,dam,DAM,
569,11.26667,30.83333,408661,first-order administrative division,ADM1,South Kordofan
570,8.0,39.0,444185,first-order administrative division,ADM1,Linking Addis and Adama
571,8.55,39.26667,330186,populated place,PPL,Linking Addis and Adama
572,9.02497,38.74689,344979,capital of a political entity,PPLC,Linking Addis and Adama
573,8.66667,1.0,2367237,first-order administrative division,ADM1,"Centrale, Kara"
574,9.66667,0.91667,2597439,first-order administrative division,ADM1,"Centrale, Kara"
575,1.62162,10.83391,2306898,populated place,PPL,
576,,,2309096,independent political entity,PCLI,
577,,,1036973,independent political entity,PCLI,
578,11.26667,30.83333,408661,first-order administrative division,ADM1,Al-Fulah
579,14.68333,29.93333,408667,first-order administrative division,ADM1,Al-Fulah
580,12.9442,31.9365,379534,populated place,PPL,Al-Fulah
581,11.73292,28.35786,379535,populated place,PPL,Al-Fulah
582,13.18421,30.21669,379003,seat of a first-order administrative division,PPLA,Al-Fulah
583,13.13,30.08,8051146,second-order administrative division,ADM2,Al-Fulah
584,,,192950,independent political entity,PCLI,
585,13.41667,22.66667,408658,first-order administrative division,ADM1,Zalingei to El Geneina
586,12.90918,23.47058,363533,seat of a first-order administrative division,PPLA,Zalingei to El Geneina
587,13.45262,22.44725,379303,seat of a first-order administrative division,PPLA,Zalingei to El Geneina
588,10.63504,-85.43772,3623076,seat of a first-order administrative division,PPLA,
589,,,1062947,independent political entity,PCLI,
590,,,192950,independent political entity,PCLI,
591,,,192950,independent political entity,PCLI,
592,,,2233387,independent political entity,PCLI,Gurkha
593,,,192950,independent political entity,PCLI,
594,-1.28333,36.81667,184745,capital of a political entity,PPLC,
595,,,192950,independent political entity,PCLI,
596,-1.28333,36.81667,184745,capital of a political entity,PPLC,"Nairobi, Kenya"
597,-1.28333,36.81667,184745,capital of a political entity,PPLC,"Nairobi, Kenya"
598,-1.02734,36.74029,194791,populated place,PPL,From Chemosit to Kisii
599,-0.49004,35.16685,199638,populated place,PPL,From Chemosit to Kisii
600,0.04626,37.65587,186827,seat of a first-order administrative division,PPLA,From Chemosit to Kisii
601,-0.68174,34.76666,191299,seat of a first-order administrative division,PPLA,From Chemosit to Kisii
602,-0.717,34.812,8051335,second-order administrative division,ADM2,From Chemosit to Kisii
603,-1.16667,36.83333,8693007,second-order administrative division,ADM2,From Chemosit to Kisii
604,0.05,37.63333,8693009,second-order administrative division,ADM2,From Chemosit to Kisii
605,-0.5,34.5,182763,historical first-order administrative division,ADM1H,From Chemosit to Kisii
606,-0.56011,35.27496,7729810,historical second-order administrative division,ADM2H,From Chemosit to Kisii
607,-1.28333,36.81667,184745,capital of a political entity,PPLC,"Nairobi, Kenya"
608,16.0,25.5,408666,first-order administrative division,ADM1,El Nahood - Umm Kaddada
609,14.68333,29.93333,408667,first-order administrative division,ADM1,El Nahood - Umm Kaddada
610,13.60169,26.68759,364933,populated place,PPL,El Nahood - Umm Kaddada
611,12.7,28.43333,378699,populated place,PPL,El Nahood - Umm Kaddada
612,12.8808,29.04599,7828737,second-order administrative division,ADM2,El Nahood - Umm Kaddada
613,13.0,29.5,371853,historical first-order administrative division,ADM1H,El Nahood - Umm Kaddada
614,16.0,25.5,408666,first-order administrative division,ADM1,El Fashir - Um Kaddada
615,13.60169,26.68759,364933,populated place,PPL,El Fashir - Um Kaddada
616,12.01667,27.56667,364662,populated place,PPL,El Fashir - Um Kaddada
617,13.62793,25.34936,379555,seat of a first-order administrative division,PPLA,El Fashir - Um Kaddada
618,11.26667,30.83333,408661,first-order administrative division,ADM1,Eldibeibat - El Fula
619,14.68333,29.93333,408667,first-order administrative division,ADM1,Eldibeibat - El Fula
620,11.73292,28.35786,379535,populated place,PPL,Eldibeibat - El Fula
621,13.18421,30.21669,379003,seat of a first-order administrative division,PPLA,Eldibeibat - El Fula
622,13.13,30.08,8051146,second-order administrative division,ADM2,Eldibeibat - El Fula
623,15.0376,30.521,376241,hill,HLL,Eldibeibat - El Fula
624,3.75,8.78333,2309527,capital of a political entity,PPLC,Malabo
625,1.86391,9.76582,2310046,seat of a first-order administrative division,PPLA,
626,10.0,32.7,381229,first-order administrative division,ADM1,Renk-Malakal
